epoch,auc,loss,precision,recall,recall_1,val_auc,val_loss,val_precision,val_recall,val_recall_1
0,1.0,1.088852627617598e-06,1.0,1.0,1.0,0.9996097087860107,6.54861141811125e-05,0.9996093511581421,0.9988290667533875,0.9992193579673767
1,0.9999999403953552,7.047291887829488e-07,1.0,1.0,1.0,0.9996097087860107,6.305766146397218e-05,0.9996095299720764,0.9992193579673767,0.9992193579673767
2,1.0,6.737702733516926e-07,1.0,1.0,1.0,0.9996097087860107,6.300712993834168e-05,0.9996095299720764,0.9992193579673767,0.9992193579673767
3,1.0,1.1313113645883277e-06,1.0,1.0,1.0,0.9996097087860107,6.624243542319164e-05,0.9996093511581421,0.9988290667533875,0.9992193579673767
4,1.0000001192092896,1.1784212574639241e-06,1.0,1.0,1.0,0.9996097087860107,5.945051452727057e-05,0.9996095299720764,0.9992193579673767,0.9992193579673767
5,1.0,6.325777803795063e-07,1.0,1.0,1.0,0.9996097087860107,6.173095607664436e-05,0.9996095299720764,0.9992193579673767,0.9992193579673767
6,1.0,7.180946681728528e-07,1.0,1.0,1.0,0.9996097087860107,6.120178295532241e-05,0.9996095299720764,0.9992193579673767,0.9992193579673767
7,0.9999999403953552,6.333892201837443e-07,1.0,1.0,1.0,0.9996097087860107,6.231992301763967e-05,0.9996095299720764,0.9992193579673767,0.9992193579673767
8,1.0,7.113051196938613e-07,1.0,1.0,1.0,0.9996097087860107,6.18561971350573e-05,0.9996095299720764,0.9992193579673767,0.9992193579673767
9,1.0,6.021458602845087e-07,1.0,1.0,1.0,0.9996097087860107,6.288049189606681e-05,0.9996095299720764,0.9992193579673767,0.9992193579673767
10,1.0,7.402701953651558e-07,1.0,1.0,1.0,0.9996097087860107,6.314103666227311e-05,0.9996095299720764,0.9992193579673767,0.9992193579673767
11,0.9999999403953552,5.643427130053169e-07,1.0,1.0,1.0,0.9996097087860107,6.21788130956702e-05,0.9996095299720764,0.9992193579673767,0.9992193579673767
12,1.0,8.153769499585906e-07,1.0,1.0,1.0,0.999609649181366,6.462739111157134e-05,0.9996095299720764,0.9992193579673767,0.9992193579673767
13,1.0,6.517585688925465e-07,1.0,1.0,1.0,0.9996097087860107,6.219563510967419e-05,0.9996095299720764,0.9992193579673767,0.9992193579673767
